0.02	25.19	
0.76	25.19	
1.49	25.25	
2.22	25.25	
2.96	25.25	
3.69	25.31	
4.42	25.31	
5.16	25.31	
5.89	25.31	
6.62	25.31	
7.36	25.31	
8.09	25.38	
8.82	25.38	
9.56	25.38	
10.29	25.38	
11.02	25.38	
11.76	25.38	
12.49	25.44	
13.23	25.44	
13.96	25.44	
14.69	25.44	
15.43	25.44	
16.16	25.44	
16.89	25.44	
17.63	25.44	
18.36	25.44	
19.09	25.44	
19.83	25.44	
20.56	25.44	
21.29	25.44	
22.03	25.44	
22.76	25.44	
23.49	25.44	
24.23	25.44	
24.96	25.44	
25.69	25.44	
26.43	25.44	
27.16	25.44	
27.89	25.44	
28.63	25.44	
29.36	25.44	
30.09	25.44	
30.83	25.44	
31.56	25.50	
32.30	26.00	
33.03	26.56	
33.76	27.00	
34.50	27.38	
35.23	27.63	
35.96	27.81	
36.70	27.88	
37.43	27.69	
