0.22	25.25	
0.64	25.25	
1.22	25.25	
1.64	25.25	
2.05	25.25	
2.47	25.25	
2.88	25.25	
3.30	25.25	
3.72	25.25	
4.13	25.25	
4.55	25.25	
4.96	25.25	
5.38	25.25	
5.79	25.25	
6.21	25.25	
6.63	25.38	
7.04	25.38	
7.46	25.38	
7.87	25.38	
8.29	25.38	
8.70	25.38	
9.12	25.38	
9.53	25.38	
10.12	25.88	
10.53	26.38	
10.95	26.88	
11.36	27.13	
11.78	27.50	
12.19	27.75	
12.61	28.00	
13.03	28.25	
13.44	28.50	
13.86	28.63	
14.27	28.88	
14.69	29.00	
15.10	29.13	
15.52	29.38	
15.94	29.50	
16.36	29.63	
16.77	29.75	
17.18	29.75	
17.60	29.88	
18.01	30.00	
18.59	30.13	
19.01	30.13	
19.42	30.25	
19.84	30.25	
20.25	30.38	
20.67	30.38	
21.08	30.50	
21.50	30.38	
21.91	30.25	
22.33	30.25	
22.74	30.13	
23.16	30.25	
23.57	30.38	
23.99	30.50	
24.40	30.50	
24.81	30.63	
25.23	30.63	
25.64	30.75	
26.06	30.75	
26.47	30.88	
26.89	30.75	
27.47	30.50	
27.88	30.38	
28.30	30.25	
28.71	30.13	
29.13	30.00	
29.54	29.88	
29.96	29.75	
30.37	29.75	
30.79	29.63	
31.20	29.50	
31.61	29.38	
32.03	29.25	
32.44	29.25	
32.86	29.13	
33.27	29.13	
33.69	29.00	
34.10	28.88	
34.51	28.88	
34.93	28.75	
35.34	28.75	
35.76	28.63	
36.34	28.63	
36.76	28.50	
37.17	28.50	
37.59	28.38	
38.00	28.38	
38.42	28.25	
38.83	28.25	
39.24	28.13	
39.66	28.13	
40.07	28.13	
40.49	28.00	
40.90	28.00	
41.32	27.88	
41.73	27.88	
42.15	27.88	
42.56	27.75	
42.98	27.75	
43.39	27.75	
43.80	27.63	
44.22	27.63	
44.63	27.63	
45.19	27.50	
45.61	27.50	
46.02	27.38	
46.44	27.38	
46.85	27.38	
47.27	27.38	
47.69	27.25	
48.10	27.25	
48.51	27.25	
48.93	27.25	
49.34	27.25	
49.76	27.13	
50.17	27.13	
50.59	27.13	
51.00	27.13	
51.42	27.13	
51.83	27.00	
52.24	27.00	
52.66	27.00	
53.08	27.00	
53.49	27.00	
53.90	27.00	
54.32	26.88	
54.73	26.88	
55.15	26.88	
55.56	26.88	
55.98	26.88	
56.39	26.88	
56.81	26.75	
57.22	26.75	
57.63	26.75	
58.05	26.75	
58.46	26.75	
58.88	26.75	
59.29	26.63	
59.71	26.63	
60.12	26.63	
60.53	26.63	
60.95	26.63	
61.37	26.63	
61.78	26.63	
62.19	26.63	
62.61	26.50	
63.03	26.50	
63.63	26.50	
64.04	26.50	
64.45	26.50	
64.87	26.50	
65.28	26.50	
65.70	26.50	
66.11	26.50	
66.53	26.50	
66.94	26.38	
67.36	26.38	
67.77	26.38	
68.18	26.38	
68.60	26.38	
69.01	26.38	
69.43	26.38	
69.84	26.38	
70.26	26.38	
70.67	26.38	
71.09	26.38	
71.50	26.38	
71.92	26.25	
72.50	26.25	
72.91	26.25	
73.32	26.25	
73.74	26.25	
